Date,Open,High,Low,Close,Volume,MarketCap,UsdPrice,AtoRate,AudPrice
27/05/2018,7362.08,7381.74,7270.96,7368.22,4056520000.00,125575000000.00,7368.22,0.7934,9286.891858
26/05/2018,7486.48,7595.16,7349.12,7355.88,4051540000.00,127682000000.00,7355.88,0.7934,9271.338543
25/05/2018,7592.30,7659.14,7392.65,7480.14,4867830000.00,129470000000.00,7480.14,0.7934,9427.955634
24/05/2018,7561.12,7738.60,7331.14,7587.34,6049220000.00,128925000000.00,7587.34,0.7919,9581.184493
23/05/2018,8037.08,8054.66,7507.88,7557.82,6491120000.00,137024000000.00,7557.82,0.7935,9524.662886
22/05/2018,8419.87,8423.25,8004.58,8041.78,5137010000.00,143534000000.00,8041.78,0.7941,10126.91097
21/05/2018,8522.33,8557.52,8365.12,8418.99,5154990000.00,145264000000.00,8418.99,0.7884,10678.57686
20/05/2018,8246.99,8562.41,8205.24,8513.25,5191060000.00,140556000000.00,8513.25,0.7871,10815.97002
19/05/2018,8255.73,8372.06,8183.35,8247.18,4712400000.00,140689000000.00,8247.18,0.7871,10477.93165
18/05/2018,8091.83,8274.12,7974.82,8250.97,5764190000.00,137881000000.00,8250.97,0.7871,10482.74679
17/05/2018,8370.05,8445.54,8054.12,8094.32,5862530000.00,142608000000.00,8094.32,0.7873,10281.11266
16/05/2018,8504.41,8508.43,8175.49,8368.83,6760220000.00,144878000000.00,8368.83,0.7832,10685.43156
15/05/2018,8705.19,8836.19,8456.45,8510.38,6705710000.00,148283000000.00,8510.38,0.7887,10790.38925
14/05/2018,8713.10,8881.12,8367.97,8716.79,7364150000.00,148403000000.00,8716.79,0.7886,11053.49987
13/05/2018,8515.49,8773.55,8395.12,8723.94,5866380000.00,145022000000.00,8723.94,0.7892,11054.15611
12/05/2018,8441.44,8664.86,8223.50,8504.89,6821380000.00,143743000000.00,8504.89,0.7892,10776.59655
11/05/2018,9052.96,9052.96,8394.46,8441.49,8488520000.00,154142000000.00,8441.49,0.7892,10696.26204
10/05/2018,9325.96,9396.04,9040.52,9043.94,6906700000.00,158772000000.00,9043.94,0.782,11565.14066
9/05/2018,9223.73,9374.76,9031.62,9325.18,7226890000.00,157013000000.00,9325.18,0.7816,11930.88536
8/05/2018,9380.87,9462.75,9127.77,9234.82,7415870000.00,159672000000.00,9234.82,0.788,11719.31472
7/05/2018,9645.67,9665.85,9231.53,9373.01,7394020000.00,164161000000.00,9373.01,0.7889,11881.11294
6/05/2018,9845.31,9940.14,9465.25,9654.80,7222280000.00,167541000000.00,9654.8,0.7889,12238.3065
5/05/2018,9700.28,9964.50,9695.12,9858.15,7651940000.00,165055000000.00,9858.15,0.7889,12496.07048
4/05/2018,9695.50,9779.20,9585.96,9700.76,8217830000.00,164956000000.00,9700.76,0.7889,12296.56484
3/05/2018,9233.97,9798.33,9188.15,9743.86,10207300000.00,157087000000.00,9743.86,0.7851,12410.97949
2/05/2018,9104.60,9256.52,9015.14,9235.92,7558160000.00,154869000000.00,9235.92,0.7848,11768.50153
1/05/2018,9251.47,9255.88,8891.05,9119.01,7713020000.00,157350000000.00,9119.01,0.7891,11556.21594
30/04/2018,9426.11,9477.14,9166.81,9240.55,8673920000.00,160302000000.00,9240.55,0.7935,11645.30561
29/04/2018,9346.41,9531.49,9193.71,9419.08,8853000000.00,158928000000.00,9419.08,0.7913,11903.29837
28/04/2018,8939.27,9412.09,8931.99,9348.48,7805480000.00,151991000000.00,9348.48,0.7913,11814.0781
27/04/2018,9290.63,9375.47,8987.05,8987.05,7566290000.00,157948000000.00,8987.05,0.7913,11357.32339
26/04/2018,8867.32,9281.51,8727.09,9281.51,8970560000.00,150736000000.00,9281.51,0.7922,11716.11967
25/04/2018,9701.03,9745.32,8799.84,8845.74,11083100000.00,164893000000.00,8845.74,0.7963,11108.55205
24/04/2018,8934.34,9732.61,8927.83,9697.50,10678800000.00,151844000000.00,9697.5,0.7963,12178.19917
23/04/2018,8794.39,8958.55,8788.81,8930.88,6925190000.00,149448000000.00,8930.88,0.8045,11101.156
22/04/2018,8925.06,9001.64,8779.61,8802.46,6629900000.00,151651000000.00,8802.46,0.8092,10877.97825
21/04/2018,8848.79,8997.57,8652.15,8895.58,7548550000.00,150337000000.00,8895.58,0.8092,10993.05487
20/04/2018,8286.88,8880.23,8244.54,8845.83,8438110000.00,140777000000.00,8845.83,0.8092,10931.57439
19/04/2018,8159.27,8298.69,8138.78,8294.31,7063210000.00,138591000000.00,8294.31,0.8144,10184.56532
18/04/2018,7944.43,8197.80,7886.01,8163.42,6529910000.00,134926000000.00,8163.42,0.813,10041.10701
17/04/2018,8071.66,8285.96,7881.72,7902.09,6900880000.00,137070000000.00,7902.09,0.8143,9704.150804
16/04/2018,8337.57,8371.15,7925.73,8058.67,5631310000.00,141571000000.00,8058.67,0.8128,9914.702264
15/04/2018,7999.33,8338.42,7999.33,8329.11,5244480000.00,135812000000.00,8329.11,0.8116,10262.58009
14/04/2018,7874.67,8140.71,7846.00,7986.24,5191430000.00,133682000000.00,7986.24,0.8116,9840.118285
13/04/2018,7901.09,8183.96,7758.93,7895.96,7764460000.00,134114000000.00,7895.96,0.8116,9728.881222
12/04/2018,6955.38,7899.23,6806.51,7889.25,8906250000.00,118048000000.00,7889.25,0.8116,9720.613603
11/04/2018,6843.47,6968.32,6817.59,6968.32,4641890000.00,116126000000.00,6968.32,0.8121,8580.61815
10/04/2018,6795.44,6872.41,6704.15,6834.76,4272750000.00,115306000000.00,6834.76,0.8061,8478.799156
9/04/2018,7044.32,7178.11,6661.99,6770.73,4894060000.00,119516000000.00,6770.73,0.8039,8422.353527
8/04/2018,6919.98,7111.56,6919.98,7023.52,3652500000.00,117392000000.00,7023.52,0.8046,8729.207059
7/04/2018,6630.51,7050.54,6630.51,6911.09,3976610000.00,112467000000.00,6911.09,0.8046,8589.47303
6/04/2018,6815.96,6857.49,6575.00,6636.32,3766810000.00,115601000000.00,6636.32,0.8046,8247.974149
5/04/2018,6848.65,6933.82,6644.80,6811.47,5639320000.00,116142000000.00,6811.47,0.8076,8434.212481
4/04/2018,7456.41,7469.88,6803.88,6853.84,4936000000.00,126434000000.00,6853.84,0.8045,8519.378496
3/04/2018,7102.26,7530.94,7072.49,7456.11,5499700000.00,120415000000.00,7456.11,0.8024,9292.260718
2/04/2018,6844.86,7135.47,6816.58,7083.80,4333440000.00,116037000000.00,7083.8,0.8024,8828.265204
1/04/2018,7003.06,7060.95,6526.87,6844.23,4532100000.00,118705000000.00,6844.23,0.8024,8529.698405
31/03/2018,6892.48,7207.85,6863.52,6973.53,4553270000.00,116820000000.00,6973.53,0.8017,8698.42834
30/03/2018,7171.45,7276.66,6683.93,6890.52,6289510000.00,121534000000.00,6890.52,0.8017,8594.885868
29/03/2018,7979.07,7994.33,7081.38,7165.70,6361230000.00,135205000000.00,7165.7,0.8017,8938.131471
28/03/2018,7836.83,8122.89,7809.17,7954.48,4935290000.00,132781000000.00,7954.48,0.8034,9901.020662
27/03/2018,8200.00,8232.78,7797.28,7833.04,5378250000.00,138919000000.00,7833.04,0.8102,9668.032585
26/03/2018,8498.47,8530.08,7921.43,8209.40,5921040000.00,143960000000.00,8209.4,0.8069,10173.99926
25/03/2018,8612.81,8682.01,8449.10,8495.78,4569880000.00,145882000000.00,8495.78,0.8064,10535.44147
24/03/2018,8901.95,8996.18,8665.70,8668.12,5664600000.00,150762000000.00,8668.12,0.8064,10749.15675
23/03/2018,8736.25,8879.62,8360.62,8879.62,5954120000.00,147941000000.00,8879.62,0.8064,11011.43353
22/03/2018,8939.44,9100.71,8564.90,8728.47,5530390000.00,151366000000.00,8728.47,0.8126,10741.41029
